,movie_id,movie_title,mpaa_rating,runtime,genre,star_rating,gross_revenue,budget
1725,tt9760504,NiNoKuni,TV-14,106 min,"Animation, Adventure, Fantasy",6.1,0,0
1726,tt1265990,The Roommate,PG-13,91 min,"Drama, Thriller",4.8,52545707,16000000
1727,tt3495000,Mardaani,Not Rated,113 min,"Action, Crime, Drama",7.3,0,0
1728,tt2103217,Maniac,Not Rated,89 min,"Horror, Thriller",6.1,31081,6000000
1729,tt5001718,"Everything, Everything",PG-13,96 min,"Drama, Romance",6.4,61621140,10000000
1730,tt3045616,Mortdecai,R,107 min,"Action, Adventure, Comedy",5.5,30418560,60000000
1731,tt3906082,Mary Shelley,PG-13,120 min,"Biography, Drama, History",6.4,0,0
1732,tt1602620,Amour,PG-13,127 min,"Drama, Romance",7.9,29844753,8900000
1733,tt0360556,Fahrenheit 451,TV-14,100 min,"Drama, Sci-Fi, Thriller",4.9,0,0
1734,tt3465026,Palm Swings,Unrated,95 min,"Comedy, Drama, Romance",4.5,0,0
1735,tt4901306,Perfetti sconosciuti,NaN,96 min,"Comedy, Drama",7.8,0,0
1736,tt7458762,Le chant du loup,TV-14,115 min,"Action, Adventure, Family",7.0,0,0
1737,tt6010628,Zoe,R,104 min,"Romance, Sci-Fi",6.1,0,0
1738,tt5493944,The Little Mermaid,PG,85 min,"Adventure, Drama, Fantasy",4.2,0,0
1739,tt1905059,Bang-ja jeon,PG-13,124 min,"Comedy, Drama, Romance",6.4,0,0
1740,tt1829012,Passion,R,102 min,"Drama, Mystery, Thriller",5.3,713616,20000000
1741,tt2401878,Anomalisa,R,90 min,"Animation, Comedy, Drama",7.3,5659286,8000000
1742,tt1714208,The Woman,R,101 min,Horror,6.0,0,0
1743,tt6032328,Finding Steve McQueen,R,91 min,"Crime, Romance",6.2,0,7000000
1744,tt6212478,American Animals,R,116 min,"Biography, Crime, Drama",7.0,2847319,3000000
1745,tt7832848,Inside Man: Most Wanted,R,105 min,"Action, Crime, Thriller",5.6,0,0
1746,tt3713166,Unfriended,R,83 min,"Horror, Mystery, Thriller",5.5,62882090,1000000
1747,tt2620590,Leatherface,R,90 min,"Crime, Horror, Thriller",5.0,0,0
1748,tt5664636,Goosebumps 2: Haunted Halloween,PG,90 min,"Adventure, Comedy, Family",5.6,92503612,35000000
1749,tt1240982,Your Highness,R,102 min,"Comedy, Fantasy",5.5,26121638,49900000
1750,tt7060344,Raatchasan,Not Rated,170 min,"Action, Crime, Thriller",8.7,0,0
1751,tt1418377,"I, Frankenstein",PG-13,92 min,"Action, Fantasy, Sci-Fi",5.1,71154592,65000000
1752,tt0491152,Something Borrowed,PG-13,112 min,"Comedy, Drama, Romance",5.9,65090821,35000000
1753,tt0491203,Tulip Fever,R,105 min,"Drama, History, Romance",6.2,3425664,25000000
1754,tt4190530,Anthropoid,R,120 min,"Biography, History, Thriller",7.2,4600000,9000000
1755,tt1703199,Grave Encounters,Not Rated,92 min,Horror,6.1,0,1000000
1756,tt9048786,The Immortal,NaN,116 min,"Crime, Drama",6.5,0,0
1757,tt5342950,The Wolf Hour,R,99 min,"Drama, Mystery, Thriller",4.8,0,0
1758,tt6418778,Fast Color,PG-13,100 min,"Drama, Sci-Fi, Thriller",5.9,76916,0
1759,tt2372251,Down a Dark Hall,PG-13,96 min,"Drama, Fantasy, Horror",5.1,0,0
1760,tt2499472,Point Blank,TV-MA,86 min,"Action, Crime, Thriller",5.6,0,0
1761,tt8652584,Hell on the Border,R,106 min,"Adventure, Biography, Western",5.0,0,0
1762,tt1124035,The Ides of March,R,101 min,"Drama, Thriller",7.1,75993061,12500000
1763,tt6821012,The Week Of,TV-14,116 min,Comedy,5.1,0,0
1764,tt4443658,Better Watch Out,R,89 min,"Comedy, Crime, Horror",6.5,0,0
1765,tt6087226,Koma,NaN,111 min,Sci-Fi,7.1,0,0
1766,tt10767168,La Llorona,NaN,97 min,"Drama, Horror, Thriller",7.0,0,0
1767,tt1622547,30 Minutes or Less,R,83 min,"Action, Comedy, Crime",6.1,40547440,28000000
1768,tt7525778,The Package,TV-MA,94 min,"Comedy, Thriller",5.5,0,0
1769,tt1020558,Centurion,R,97 min,"Action, Drama, History",6.4,6814789,12000000
1770,tt1596365,The Woman in Black,PG-13,95 min,"Drama, Fantasy, Horror",6.4,127730736,17000000
1771,tt1657517,The Song of Names,PG-13,113 min,Drama,6.2,0,0
1772,tt3715320,Irrational Man,R,95 min,"Comedy, Drama",6.6,27391084,11000000
1773,tt0775440,Cell,R,98 min,"Action, Drama, Horror",4.3,1133031,0
1774,tt0790736,R.I.P.D.,PG-13,96 min,"Action, Comedy, Crime",5.6,61648500,130000000
1775,tt9119200,Fatal Friend Request,NaN,NaN,Thriller,5.4,0,0
1776,tt4986098,The Titan,TV-MA,97 min,"Drama, Mystery, Romance",4.8,0,0
1777,tt2334871,Snatched,R,90 min,"Action, Adventure, Comedy",4.5,60845711,42000000
1778,tt7524414,Beats,NaN,101 min,"Comedy, Crime, Drama",7.2,0,0
1779,tt4348012,Mayhem,Unrated,86 min,"Action, Comedy, Horror",6.3,0,0
1780,tt1674784,Trespass,R,91 min,"Crime, Drama, Thriller",5.3,9612469,36000000
1781,tt6017942,Kin,PG-13,102 min,"Action, Crime, Drama",5.8,10023153,30000000
1782,tt1648179,Here Comes the Boom,PG,105 min,"Action, Comedy, Sport",6.4,73100172,0
1783,tt9016016,Saint Frances,NaN,106 min,"Comedy, Drama",7.0,0,0
1784,tt4694544,Once Upon a Time in Venice,Not Rated,94 min,"Action, Comedy",5.3,0,0
1785,tt4048272,Toni Erdmann,R,162 min,"Comedy, Drama",7.4,0,10000000
1786,tt0842926,The Kids Are All Right,R,106 min,"Comedy, Drama, Romance",7.0,34705850,3500000
1787,tt3881784,Stronger,R,119 min,"Biography, Drama",6.9,8484418,30000000
1788,tt5716464,Breathe,PG-13,118 min,"Biography, Drama, Romance",7.1,477815,0
1789,tt3203528,Bad Samaritan,R,110 min,"Crime, Horror, Thriller",6.4,3435047,0
1790,tt7149066,The Sonata,Not Rated,90 min,"Mystery, Thriller",5.1,0,0
1791,tt6803212,Don't Let Go,R,103 min,"Drama, Horror, Mystery",6.1,0,0
1792,tt4781612,Imperium,R,109 min,"Biography, Crime, Drama",6.5,35000,0
1793,tt5155780,The Discovery,TV-MA,102 min,"Drama, Romance, Sci-Fi",6.3,0,0
1794,tt1975159,Flight 7500,PG-13,97 min,"Horror, Mystery, Sci-Fi",4.8,0,0
1795,tt4361050,Ouija: Origin of Evil,PG-13,99 min,"Drama, Horror, Mystery",6.1,81705746,9000000
1796,tt1985966,Cloudy with a Chance of Meatballs 2,PG,95 min,"Animation, Adventure, Comedy",6.4,248384621,78000000
1797,tt3462710,Unforgettable,R,100 min,"Drama, Thriller",5.1,17768012,12000000
1798,tt2013293,The Wind Rises,PG-13,126 min,"Animation, Biography, Drama",7.8,117932401,30000000
1799,tt2177771,The Monuments Men,PG-13,118 min,"Comedy, Drama, History",6.1,154984035,70000000
1800,tt2431286,Philomena,PG-13,98 min,"Biography, Comedy, Drama",7.6,100129872,12000000
1801,tt9664078,American Son,TV-MA,90 min,Drama,5.6,0,0
1802,tt4547056,The Girl with All the Gifts,R,111 min,"Drama, Horror, Sci-Fi",6.6,0,5005600
1803,tt5952594,The Mustang,R,96 min,Drama,6.9,1144575,0
1804,tt2106361,Into the Storm,PG-13,89 min,"Action, Adventure, Drama",5.8,160602194,50000000
1805,tt2980648,The Hundred-Foot Journey,PG,122 min,"Comedy, Drama",7.3,88880821,22000000
1806,tt7615052,Daughter of the Wolf,R,88 min,"Action, Thriller",5.6,0,7000000
1807,tt4015500,The Tale,TV-MA,114 min,"Drama, Mystery, Thriller",7.2,0,0
1808,tt4602066,The Catcher Was a Spy,R,98 min,"Biography, Drama, War",6.2,0,0
1809,tt1127881,Farming,R,101 min,Drama,5.5,0,0
1810,tt1307068,Seeking a Friend for the End of the World,R,101 min,"Adventure, Comedy, Drama",6.7,9636289,10000000
1811,tt8367184,The Wedding Year,R,90 min,Comedy,5.4,41767,0
1812,tt6817944,Om det oändliga,NaN,78 min,Drama,7.0,0,4700000
1813,tt2097298,"McFarland, USA",PG,129 min,"Biography, Drama, Sport",7.4,45710059,0
1814,tt4703048,6 Days,R,94 min,"Action, Drama, History",6.2,0,1500000
1815,tt2199571,Run All Night,R,114 min,"Action, Crime, Drama",6.6,71561644,50000000
1816,tt3208026,Black '47,R,100 min,"Action, Drama",6.8,0,0
1817,tt2771372,Veronica Mars,PG-13,107 min,"Crime, Drama, Mystery",6.8,3485127,6000000
1818,tt2395469,Gully Boy,Not Rated,153 min,"Drama, Music",8.2,33974264,5782853
1819,tt1924429,Trance,R,101 min,"Crime, Drama, Mystery",6.9,24261569,20000000
1820,tt8902990,The Sky Is Pink,NaN,143 min,"Drama, Family, Romance",7.5,0,0
1821,tt1448755,Killer Elite,R,116 min,"Action, Thriller",6.4,57777106,66000000
1822,tt0810913,Jack and Jill,PG,91 min,Comedy,3.3,149673788,79000000
1823,tt2334649,Fruitvale Station,R,85 min,"Biography, Crime, Drama",7.5,17385830,0
1824,tt5037840,Drunk Parents,R,97 min,Comedy,3.8,0,0
1825,tt1823059,A Perfect Ending,Not Rated,110 min,"Drama, Romance",5.7,0,0
1826,tt2386237,Malevolent,TV-MA,89 min,Horror,4.8,0,0
1827,tt1195478,The Five-Year Engagement,R,124 min,"Comedy, Romance",6.2,53909751,30000000
1828,tt1758692,Like Crazy,PG-13,86 min,"Drama, Romance",6.7,3542353,250000
1829,tt3838992,Yoga Hosers,PG-13,88 min,"Action, Comedy, Fantasy",4.3,0,5000000
1830,tt2933544,5 Flights Up,PG-13,88 min,"Comedy, Drama",6.2,1020921,6000000
1831,tt1711525,Office Christmas Party,R,105 min,Comedy,5.8,114501299,45000000
1832,tt1972571,A Most Wanted Man,R,122 min,"Crime, Drama, Thriller",6.8,31554855,15000000
1833,tt7262882,Master Z: The Ip Man Legacy,Not Rated,107 min,"Action, Biography, Crime",6.5,0,0
1834,tt8291224,Uri: The Surgical Strike,Not Rated,138 min,"Action, Drama, War",8.3,0,0
1835,tt5168192,"I, Daniel Blake",R,100 min,Drama,7.9,15793051,0
1836,tt7328154,Holiday,NaN,93 min,"Crime, Drama",5.7,0,0
1837,tt3808342,Saul fia,R,107 min,"Drama, War",7.5,1777043,1000000
1838,tt2756032,The One I Love,R,91 min,"Drama, Fantasy, Mystery",7.1,513447,0
1839,tt1821549,Nebraska,R,115 min,"Adventure, Comedy, Drama",7.7,17654912,12000000
1840,tt10230404,Ghost Stories,TV-MA,144 min,"Horror, Thriller",4.2,0,0
1841,tt3647498,Blood Father,R,88 min,"Action, Crime, Drama",6.4,0,13000000
1842,tt1439572,Perfect Sense,R,92 min,"Drama, Romance, Sci-Fi",7.1,138868,0
1843,tt1840417,The Words,PG-13,102 min,"Drama, Mystery, Romance",7.0,13231461,6000000
1844,tt2758880,Kis Uykusu,Not Rated,196 min,Drama,8.2,0,0
1845,tt9063902,"Live Twice, Love Once",TV-MA,101 min,"Comedy, Drama",7.2,368430,1450000
1846,tt1772288,Danny Collins,R,106 min,"Biography, Comedy, Drama",7.0,10835752,10000000
1847,tt2510894,Hotel Transylvania 2,PG,89 min,"Animation, Comedy, Family",6.7,473226958,80000000
1848,tt4721124,The Exception,R,107 min,"Drama, Romance, War",6.8,708973,0
1849,tt6433880,Anna and the Apocalypse,R,93 min,"Comedy, Fantasy, Horror",6.0,0,0
1850,tt1261954,Take Me Home,PG-13,97 min,"Comedy, Romance",6.8,0,0
1851,tt3319920,Regression,R,106 min,"Crime, Drama, Mystery",5.7,17671101,0
1852,tt0914863,Unthinkable,R,97 min,"Crime, Drama, Thriller",7.1,0,15000000
1853,tt3312180,The Last Man,R,100 min,"Action, Drama, Sci-Fi",3.9,0,0
1854,tt6769280,Time Freak,PG-13,104 min,"Comedy, Drama, Romance",5.8,0,0
1855,tt7248248,Lucky Day,R,99 min,"Action, Crime, Thriller",4.9,0,0
1856,tt7090140,Coda,Not Rated,96 min,"Drama, Music",5.2,0,0
1857,tt8130968,Badla,Not Rated,118 min,"Crime, Drama, Mystery",7.9,0,0
1858,tt1758795,The To Do List,R,104 min,"Comedy, Romance",5.8,3566225,1500000
1859,tt7608028,The Open House,TV-MA,94 min,"Horror, Thriller",3.2,0,0
1860,tt6628102,The Wild Pear Tree,NaN,188 min,Drama,8.1,0,0
1861,tt6527586,Frères ennemis,TV-MA,111 min,"Drama, Thriller",6.3,0,0
1862,tt7087210,Donnybrook,R,101 min,"Drama, Thriller",5.3,0,0
1863,tt5976054,Skullz,NaN,90 min,"Adventure, Family, Fantasy",3.9,0,0
1864,tt0376479,American Pastoral,R,108 min,"Crime, Drama",6.1,0,0
1865,tt1759744,Charlie Says,R,110 min,"Biography, Crime, Drama",5.7,0,0
1866,tt2326554,A Girl Walks Home Alone at Night,Not Rated,101 min,"Drama, Horror",7.0,395000,1000000
1867,tt5607714,On Body and Soul,Not Rated,116 min,"Drama, Fantasy, Mystery",7.6,0,0
1868,tt1440292,Submarine,R,97 min,"Comedy, Drama, Romance",7.3,864659,0
1869,tt1397280,Taken 2,PG-13,92 min,"Action, Thriller",6.3,376141306,45000000
1870,tt1441326,Martha Marcy May Marlene,R,102 min,"Drama, Mystery, Thriller",6.9,3538446,0
1871,tt3127022,The Bookshop,PG,113 min,Drama,6.5,0,3582070
1872,tt2113681,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,R,114 min,"Adventure, Comedy",7.1,0,9250000
1873,tt8028842,Spycies,NaN,99 min,"Animation, Action, Comedy",5.0,0,0
1874,tt1924435,Let's Be Cops,R,104 min,"Action, Comedy, Crime",6.4,136621271,17000000
1875,tt8510350,Satanic Panic,Not Rated,85 min,"Comedy, Horror",5.5,0,0
1876,tt6303866,Beach Rats,R,98 min,Drama,6.4,0,0
1877,tt9016974,Synchronic,NaN,96 min,"Drama, Horror, Sci-Fi",6.7,0,0
1878,tt4262980,Shin Godzilla,Not Rated,120 min,"Action, Adventure, Drama",6.7,77947607,15000000
1879,tt4867110,Swiped,NaN,93 min,Comedy,4.1,0,0
1880,tt4667094,Fifty Shades of Black,R,92 min,Comedy,3.5,21164799,20000000
1881,tt1279935,Date Night,PG-13,88 min,"Comedy, Crime, Romance",6.3,152263880,55000000
1882,tt4935334,Southbound,R,89 min,"Fantasy, Horror, Thriller",5.9,23665,0
1883,tt5893264,D'après une histoire vraie,NaN,100 min,"Drama, Mystery, Thriller",5.7,0,11329550
1884,tt2910814,The Signal,PG-13,97 min,"Drama, Mystery, Sci-Fi",6.1,2665322,4000000
1885,tt2296777,Sherlock Gnomes,PG,86 min,"Animation, Adventure, Comedy",5.1,87625666,59000000
1886,tt1611224,Abraham Lincoln: Vampire Hunter,R,105 min,"Action, Fantasy, Horror",5.9,37519974,69000000
1887,tt8095860,By the Grace of God,NaN,137 min,"Crime, Drama",7.2,0,0
1888,tt4731148,Attraction,R,117 min,"Drama, Romance, Sci-Fi",5.5,0,5027266
1889,tt2364897,The Disappointments Room,R,85 min,"Drama, Horror, Thriller",3.9,0,15000000
1890,tt1742044,Jersey Boys,R,134 min,"Biography, Drama, Music",6.8,67347013,40000000
1891,tt2638144,Ben-Hur,PG-13,123 min,"Action, Adventure, Drama",5.7,94061311,100000000
1892,tt1621045,Think Like a Man,PG-13,122 min,"Comedy, Romance",6.5,96070507,12000000
1893,tt1582507,House at the End of the Street,PG-13,101 min,"Drama, Horror, Thriller",5.6,44287131,6900000
1894,tt2869728,Ride Along 2,PG-13,102 min,"Action, Comedy, Crime",5.9,124827316,40000000
1895,tt1131724,2:22,PG-13,98 min,"Drama, Mystery, Sci-Fi",5.8,3500000,0
1896,tt1730768,The Zookeeper's Wife,PG-13,127 min,"Biography, Drama, History",7.0,23299081,20000000
1897,tt2261287,Leap!,PG,89 min,"Animation, Adventure, Comedy",6.8,2351359,30000000
1898,tt1567437,The Voices,R,103 min,"Comedy, Crime, Horror",6.4,0,0
1899,tt1067583,Water for Elephants,PG-13,120 min,"Drama, Romance",6.9,117094902,38000000
1900,tt1931435,The Big Wedding,R,89 min,"Comedy, Drama, Romance",5.6,21819348,35000000
1901,tt7914416,One Cut of the Dead,Not Rated,96 min,"Comedy, Horror",7.7,200000000,30000
1902,tt1837709,Winter's Tale,PG-13,118 min,"Drama, Fantasy, Mystery",6.2,30800231,60000000
1903,tt9789686,The Blonde One,Not Rated,108 min,"Drama, Romance",7.8,0,0
1904,tt1904996,Parker,R,118 min,"Action, Crime, Thriller",6.2,46216641,35000000
1905,tt2802154,Leviathan,R,140 min,"Crime, Drama",7.6,4396821,4000000
1906,tt1416801,Kill the Irishman,R,106 min,"Biography, Crime, Drama",7.1,1188194,0
1907,tt0804497,It's Kind of a Funny Story,PG-13,101 min,"Comedy, Drama, Romance",7.1,6491240,8000000
1908,tt0431021,The Possession,PG-13,92 min,"Horror, Mystery, Thriller",5.9,85446075,14000000
1909,tt2318092,Endless Love,PG-13,104 min,"Drama, Romance",6.3,34077920,20000000
1910,tt6269368,The Clovehitch Killer,Unrated,109 min,"Crime, Drama, Mystery",6.5,0,0
1911,tt4257926,Miracles from Heaven,PG,109 min,"Biography, Drama, Family",7.1,73983359,16000000
1912,tt0477302,Extremely Loud & Incredibly Close,PG-13,129 min,"Adventure, Drama, Mystery",6.9,55247881,40000000
1913,tt9257484,Rattlesnake,TV-MA,85 min,"Drama, Horror, Mystery",4.6,0,0
1914,tt1586265,What to Expect When You're Expecting,PG-13,110 min,"Comedy, Drama, Romance",5.7,79700000,40000000
1915,tt3850214,Dope,R,103 min,"Comedy, Crime, Drama",7.2,17986781,700000
1916,tt3226786,Bigger,PG-13,107 min,"Biography, Drama",6.4,0,0
1917,tt5460522,Jeremiah Terminator LeRoy,R,108 min,"Biography, Drama",5.4,0,0
1918,tt3780500,Journey's End,R,107 min,"Drama, War",6.6,0,0
1919,tt6829180,Welcome Home,R,97 min,Thriller,5.2,0,0
1920,tt6264938,Kesari,Not Rated,150 min,"Action, Drama, History",7.4,0,0
1921,tt8563452,Crypto,R,105 min,"Crime, Drama, Thriller",5.6,0,0
1922,tt4008566,La influencia,TV-MA,99 min,Horror,4.5,0,4500000
1923,tt9702698,Timeless Love,NaN,85 min,"Drama, Romance",7.2,0,0
1924,tt9635616,The Climbers,NaN,125 min,"Action, Adventure, Drama",5.3,0,0
1925,tt8855960,Straight Up,NaN,95 min,"Comedy, Romance",7.5,0,0
1926,tt1320261,Gulliver's Travels,PG,85 min,"Adventure, Comedy, Family",4.9,237382724,112000000
1927,tt2224026,Home,PG,94 min,"Animation, Adventure, Comedy",6.6,368871007,135000000
1928,tt1341188,How Do You Know,PG-13,121 min,"Comedy, Drama, Romance",5.4,48668907,120000000
1929,tt2223990,Draft Day,PG-13,110 min,"Drama, Sport",6.8,28831145,25000000
1930,tt6423362,The Sun Is Also a Star,PG-13,100 min,"Drama, Music, Romance",5.8,1040000,0
1931,tt6768578,Dogman,Not Rated,103 min,"Crime, Drama, Thriller",7.2,0,0
1932,tt5893332,Sandy Wexler,TV-14,130 min,Comedy,5.1,0,0
1933,tt4426464,Arctic Dogs,PG,92 min,"Animation, Adventure, Comedy",4.3,0,0
1934,tt1470827,Monsters,R,94 min,"Adventure, Drama, Romance",6.4,5639730,500000
1935,tt2614684,'71,R,99 min,"Action, Crime, Drama",7.2,3200000,11000000
1936,tt2357129,Jobs,PG-13,128 min,"Biography, Drama",5.9,35931410,12000000
1937,tt3294746,The Public,PG-13,119 min,Drama,6.5,0,0
1938,tt7019942,Super Deluxe,Not Rated,176 min,"Action, Crime, Drama",8.4,0,0
1939,tt5734576,The Possession of Hannah Grace,R,86 min,"Horror, Mystery, Thriller",5.2,41036181,7700000
1940,tt1667889,Ice Age: Continental Drift,PG,88 min,"Animation, Adventure, Comedy",6.6,877244782,95000000
1941,tt2057392,Eye in the Sky,R,102 min,"Drama, Thriller, War",7.3,18704595,13000000
1942,tt1999890,Hell Fest,R,89 min,Horror,5.5,0,5500000
1943,tt1341167,Four Lions,R,97 min,"Comedy, Crime, Drama",7.3,4658570,967686
1944,tt1139592,Jeepers Creepers III,Not Rated,100 min,"Action, Horror, Mystery",4.0,0,30000000
1945,tt7690670,SuperFly,R,116 min,"Action, Crime, Thriller",5.1,20545116,16000000
1946,tt1302011,Kung Fu Panda 2,PG,90 min,"Animation, Action, Adventure",7.2,665692281,150000000
1947,tt6801218,Nighthawks,TV-MA,90 min,"Drama, Thriller",3.6,0,0
1948,tt4006302,Level 16,Not Rated,102 min,"Drama, Sci-Fi, Thriller",5.9,0,0
1949,tt1258972,The Man with the Iron Fists,R,95 min,Action,5.4,15608545,15000000
1950,tt7334528,Uncle Drew,PG-13,103 min,"Comedy, Sport",5.7,17665000,19000000
1951,tt1598642,Z for Zachariah,PG-13,98 min,"Drama, Sci-Fi, Thriller",6.0,121461,0
1952,tt2717822,Blackhat,R,133 min,"Action, Crime, Thriller",5.4,17752940,70000000
1953,tt2234261,The Love Punch,PG-13,94 min,Comedy,5.8,0,0
1954,tt2625810,Into the Forest,R,101 min,"Drama, Sci-Fi, Thriller",5.8,9995,0
1955,tt1204975,Last Vegas,PG-13,105 min,"Comedy, Drama",6.6,134402450,28000000
1956,tt3296908,The Man with the Iron Heart,R,120 min,"Action, Biography, Thriller",6.4,0,32679734
1957,tt1727770,Absolutely Anything,R,85 min,"Comedy, Sci-Fi",6.0,6303792,0
1958,tt1082807,The Belko Experiment,R,89 min,"Horror, Thriller",6.1,10166820,5000000
1959,tt6671244,Wij,Unrated,90 min,Drama,5.8,0,0
1960,tt9024106,Unplanned,R,109 min,"Biography, Drama",5.8,0,6000000
1961,tt7738450,Thunder Road,NaN,92 min,"Comedy, Drama",7.1,0,0
1962,tt2112210,My Awkward Sexual Adventure,Not Rated,98 min,"Comedy, Romance",6.1,45250,0
1963,tt2463288,Walk of Shame,R,95 min,Comedy,6.0,59209,15000000
1964,tt7838252,K.G.F: Chapter 1,Not Rated,156 min,"Action, Drama",8.2,0,0
1965,tt1667321,On Chesil Beach,R,110 min,"Drama, Music, Romance",6.3,3335913,0
1966,tt9206798,All Is True,PG-13,101 min,"Biography, Drama, History",6.2,0,0
1967,tt2967224,Hot Pursuit,PG-13,87 min,"Action, Comedy, Crime",5.1,51680201,35000000
1968,tt1583420,Larry Crowne,PG-13,98 min,"Comedy, Drama, Romance",6.1,36160375,30000000
1969,tt1862079,Safety Not Guaranteed,R,86 min,"Comedy, Drama, Romance",7.0,4424699,750000
1970,tt2118624,The Final Girls,PG-13,88 min,"Comedy, Drama, Fantasy",6.6,0,0
1971,tt7262990,Deadcon,Not Rated,78 min,"Drama, Horror, Mystery",2.8,0,0
1972,tt2294677,In a World...,R,93 min,Comedy,6.7,2963902,1000000
1973,tt0337692,On the Road,R,124 min,"Adventure, Drama, Romance",6.1,8784318,25000000
1974,tt7125774,Ballon,NaN,125 min,"Drama, History, Thriller",7.6,0,0
1975,tt4194054,We Only Know So Much,Not Rated,88 min,Drama,5.8,0,0
1976,tt5723272,In the Fade,R,106 min,"Crime, Drama, Thriller",7.1,321011,0
1977,tt1531901,Byzantium,R,118 min,"Drama, Fantasy, Horror",6.5,89237,10000000
1978,tt2406252,Venus in Fur,Not Rated,96 min,Drama,7.2,342183,0
1979,tt7296862,SPF-18,PG-13,75 min,Romance,3.2,0,0
1980,tt1414382,You Again,PG,105 min,"Comedy, Romance",5.8,32005248,20000000
1981,tt1043726,The Legend of Hercules,PG-13,99 min,"Action, Adventure, Fantasy",4.2,61279452,70000000
1982,tt2752772,Sinister 2,R,97 min,"Horror, Mystery, Thriller",5.3,52882018,10000000
1983,tt2279373,The SpongeBob Movie: Sponge Out of Water,PG,92 min,"Animation, Adventure, Comedy",6.0,311594032,74000000
1984,tt1893256,Redemption,R,100 min,"Action, Drama, Thriller",6.2,8352885,20000000
1985,tt1656190,Safe,R,94 min,"Action, Crime, Thriller",6.5,40346186,30000000
1986,tt1967545,Labor Day,PG-13,111 min,"Drama, Romance, Thriller",6.9,20275812,18000000
1987,tt3138122,Into the Ashes,Not Rated,98 min,"Crime, Drama, Mystery",6.2,0,0
1988,tt8400758,Killers Anonymous,R,95 min,"Action, Crime, Mystery",5.8,0,0
1989,tt5655222,The Hero,R,96 min,"Drama, Romance, Western",6.5,4077333,0
1990,tt6902696,Gloria Bell,R,102 min,"Comedy, Drama, Romance",6.3,0,0
1991,tt1742334,Sabotage,R,109 min,"Action, Drama, Thriller",5.7,17508518,35000000
1992,tt6916362,Journal 64,Not Rated,119 min,"Crime, Mystery, Thriller",7.4,0,6000000
1993,tt1235187,Where Hands Touch,PG-13,122 min,"Drama, Romance, War",6.1,0,0
1994,tt2479800,Palo Alto,R,100 min,Drama,6.2,0,0
1995,tt1038919,The Bounty Hunter,PG-13,110 min,"Action, Comedy, Romance",5.6,136000000,40000000
1996,tt6318954,Agramon's Gate,NaN,110 min,"Horror, Mystery, Thriller",7.0,0,0
1997,tt8800266,Ema,NaN,107 min,"Drama, Music",6.8,0,0
1998,tt8750122,Benchwarmers 2: Breaking Balls,PG-13,91 min,"Comedy, Sport",4.0,0,0
1999,tt1716772,The Inbetweeners Movie,R,97 min,Comedy,6.7,88025781,0
2000,tt4824302,Mother's Day,PG-13,118 min,"Comedy, Drama, Romance",5.7,48418160,25000000
2001,tt1222817,Zookeeper,PG,102 min,"Comedy, Family, Fantasy",5.2,169852759,80000000
2002,tt7549892,Aterrados,Not Rated,87 min,Horror,6.5,0,0
2003,tt5577494,Clemency,R,112 min,Drama,6.6,309776,0
2004,tt0947810,Green Zone,R,115 min,"Action, Drama, Thriller",6.8,94882889,100000000
2005,tt1930294,Black Rock,R,83 min,"Horror, Thriller",4.7,0,0
2006,tt8009314,Burn,R,88 min,Thriller,5.6,0,0
2007,tt1568921,The Secret World of Arrietty,G,94 min,"Animation, Adventure, Family",7.6,145570827,23000000
2008,tt3531202,Pilgrimage,Not Rated,96 min,"Action, Drama, History",5.8,0,0
2009,tt9465600,3022,R,91 min,Sci-Fi,5.3,0,0
2010,tt3107166,Pimp,Not Rated,86 min,"Crime, Drama, Romance",8.1,0,0
2011,tt1704573,Bernie,PG-13,104 min,"Biography, Comedy, Crime",6.8,9206470,5000000
2012,tt3517870,Mine 9,Not Rated,83 min,Drama,7.0,0,0
2013,tt2828996,A Haunted House 2,R,86 min,"Comedy, Fantasy",4.7,25343661,4000000
2014,tt9211804,Quick,NaN,132 min,Thriller,6.8,0,0
2015,tt2639254,A Little Chaos,R,112 min,"Drama, Romance",6.5,0,0
2016,tt1763303,The First Time,PG-13,95 min,"Comedy, Drama, Romance",6.8,22836,0
2017,tt1164999,Biutiful,R,148 min,"Drama, Romance",7.5,25147786,0
2018,tt1847731,Tomboy,Not Rated,82 min,Drama,7.4,0,1000000
2019,tt8269120,Dark Encounter,NaN,97 min,"Horror, Sci-Fi",4.9,0,0
2020,tt2417712,Goon: Last of the Enforcers,R,101 min,"Comedy, Sport",5.8,0,0
2021,tt2296697,Concussion,R,96 min,Drama,5.6,0,0
2022,tt5059406,I Am the Pretty Thing That Lives in the House,NaN,89 min,"Horror, Mystery, Thriller",4.5,0,0
2023,tt3095734,Monster Trucks,PG,104 min,"Action, Adventure, Comedy",5.6,64493915,125000000
2024,tt1438254,Charlie St. Cloud,PG-13,99 min,"Drama, Fantasy, Romance",6.4,48190704,44000000
2025,tt6610158,Rust Creek,R,108 min,"Drama, Horror, Thriller",5.8,0,750000
2026,tt1568338,Man on a Ledge,PG-13,102 min,"Action, Adventure, Crime",6.6,46221189,42000000
2027,tt1235522,Broken City,R,109 min,"Action, Crime, Drama",6.2,19701164,56000000
